tuneID,tunegroup,updates,nclass,maxnorm,niter,nnodes,nepoch,lrate,l2,rho0,rho4,rhomax,rhopmean,membership,desired,successprop,postestrho,testrhodes
1,1,initial,2,,100,64,300,0.001,0.0,76.0,29.0,0.626869602,0.316319174,86.0,1.0,0.01,0.0,0.0
2,1,,2,,100,64,300,0.001,0.001,80.0,23.0,0.603666127,0.30912945,85.0,0.0,0,0.0,0.0
3,1,,2,,100,64,300,0.001,0.01,50.0,1.0,0.446021522,0.154690386,17.0,0.0,0,0.0,0.0
4,1,,2,,100,64,300,0.001,0.05,49.0,0.0,0.363378815,0.131700983,0.0,0.0,0,0.0,0.0
5,1,,2,,100,64,300,0.001,0.1,40.0,0.0,0.258411444,0.12835445,0.0,0.0,0,0.0,0.0
6,1,,2,,100,64,300,0.002,0.0,84.0,51.0,0.644428364,0.398155612,84.0,0.0,0,0.0,0.0
7,1,,2,,100,64,300,0.002,0.001,84.0,37.0,0.693838858,0.345145948,72.0,2.0,0.02,0.0,0.0
8,1,,2,,100,64,300,0.002,0.01,84.0,5.0,0.511802309,0.197983517,31.0,0.0,0,0.0,0.0
9,1,,2,,100,64,300,0.002,0.05,70.0,0.0,0.33271871,0.151814035,0.0,0.0,0,0.0,0.0
10,1,,2,,100,64,300,0.002,0.1,63.0,0.0,0.282189618,0.131054667,0.0,0.0,0,0.0,0.0
11,1,,2,,100,64,300,0.05,0.0,100.0,17.0,0.601408644,0.246792782,22.0,0.0,0,0.0,0.0
12,1,,2,,100,64,300,0.05,0.001,100.0,68.0,0.702231736,0.451650187,72.0,2.0,0.02,0.0,0.0
13,1,,2,,100,64,300,0.05,0.01,100.0,33.0,0.494707767,0.364099493,57.0,0.0,0,0.0,0.0
14,1,,2,,100,64,300,0.05,0.05,100.0,0.0,0.386661238,0.27574554,0.0,0.0,0,0.0,0.0
15,1,,2,,100,64,300,0.05,0.1,100.0,0.0,0.386762787,0.243719289,0.0,0.0,0,0.0,0.0
16,1,,2,,100,64,300,0.1,0.0,100.0,0.0,0.3881214,0.166432579,0.0,0.0,0,0.0,0.0
17,1,,2,,100,64,300,0.1,0.001,100.0,10.0,0.538020031,0.26736333,21.0,0.0,0,0.0,0.0
18,1,,2,,100,64,300,0.1,0.01,100.0,18.0,0.480582579,0.309231301,39.0,0.0,0,0.0,0.0
19,1,,2,,100,64,300,0.1,0.05,100.0,0.0,0.391188659,0.26011917,0.0,0.0,0,0.0,0.0
20,1,,2,,100,64,300,0.1,0.1,99.0,0.0,0.386850255,0.249317186,0.0,0.0,0,0.0,0.0
21,1,,2,,100,64,300,0.2,0.0,100.0,0.0,0.388121402,0.162330609,0.0,0.0,0,0.0,0.0
22,1,,2,,100,64,300,0.2,0.001,98.0,0.0,0.388121395,0.222123341,1.0,0.0,0,0.0,0.0
23,1,,2,,100,64,300,0.2,0.01,100.0,0.0,0.387765454,0.214831558,0.0,0.0,0,0.0,0.0
24,1,,2,,100,64,300,0.2,0.05,100.0,0.0,0.386914428,0.249604633,0.0,0.0,0,0.0,0.0
25,1,,2,,100,64,300,0.2,0.1,100.0,0.0,0.387330148,0.230459395,0.0,0.0,0,0.0,0.0
26,1,,2,,100,64,500,0.001,0.0,83.0,43.0,0.774515083,0.386673987,85.0,1.0,0.01,0.0,0.0
27,1,,2,,100,64,500,0.001,0.001,77.0,32.0,0.674856117,0.334515876,81.0,0.0,0,0.0,0.0
28,1,,2,,100,64,500,0.001,0.01,67.0,7.0,0.58155413,0.212829282,20.0,0.0,0,0.0,0.0
29,1,,2,,100,64,500,0.001,0.05,72.0,0.0,0.388244669,0.146666815,0.0,0.0,0,0.0,0.0
30,1,,2,,100,64,500,0.001,0.1,57.0,0.0,0.329929443,0.142951091,0.0,0.0,0,0.0,0.0
31,1,,2,,100,64,500,0.002,0.0,98.0,52.0,0.749109691,0.384835542,68.0,1.0,0.01,0.0,0.0
32,1,,2,,100,64,500,0.002,0.001,91.0,49.0,0.74977917,0.398205651,64.0,0.0,0,0.0,0.0
33,1,,2,,100,64,500,0.002,0.01,92.0,15.0,0.589013264,0.262963082,26.0,0.0,0,0.0,0.0
34,1,,2,,100,64,500,0.002,0.05,90.0,0.0,0.372275041,0.195381447,0.0,0.0,0,0.0,0.0
35,1,,2,,100,64,500,0.002,0.1,81.0,0.0,0.355596868,0.17548583,0.0,0.0,0,0.0,0.0
36,1,,2,,100,64,500,0.05,0.0,100.0,26.0,0.581218519,0.288607836,34.0,0.0,0,0.0,0.0
37,1,,2,,100,64,500,0.05,0.001,100.0,72.0,0.696796777,0.485189849,78.0,3.0,0.03,0.0,0.0
38,1,,2,,100,64,500,0.05,0.01,100.0,26.0,0.48671341,0.353302053,54.0,1.0,0.01,0.0,0.0
39,1,,2,,100,64,500,0.05,0.05,100.0,0.0,0.386678832,0.259312687,0.0,0.0,0,0.0,0.0
40,1,,2,,100,64,500,0.05,0.1,100.0,0.0,0.391191226,0.244411249,0.0,0.0,0,0.0,0.0
41,1,,2,,100,64,500,0.1,0.0,100.0,0.0,0.388121403,0.163094378,0.0,0.0,0,0.0,0.0
42,1,,2,,100,64,500,0.1,0.001,99.0,13.0,0.572883421,0.273279823,24.0,0.0,0,0.0,0.0
43,1,,2,,100,64,500,0.1,0.01,99.0,14.0,0.476815346,0.308114569,35.0,0.0,0,0.0,0.0
44,1,,2,,100,64,500,0.1,0.05,100.0,0.0,0.386774561,0.267422517,0.0,0.0,0,0.0,0.0
45,1,,2,,100,64,500,0.1,0.1,100.0,0.0,0.391192252,0.244808708,0.0,0.0,0,0.0,0.0
46,1,,2,,100,64,500,0.2,0.0,100.0,0.0,0.388121397,0.182778962,0.0,0.0,0,0.0,0.0
47,1,,2,,100,64,500,0.2,0.001,100.0,0.0,0.388121402,0.216198167,2.0,0.0,0,0.0,0.0
48,1,,2,,100,64,500,0.2,0.01,98.0,0.0,0.388045478,0.221813653,1.0,0.0,0,0.0,0.0
49,1,,2,,100,64,500,0.2,0.05,100.0,0.0,0.387227533,0.260862202,0.0,0.0,0,0.0,0.0
50,1,,2,,100,64,500,0.2,0.1,100.0,0.0,0.39116269,0.239557757,0.0,0.0,0,0.0,0.0
51,1,,2,,100,128,300,0.001,0.0,79.0,34.0,0.709493492,0.346139032,72.0,0.0,0,0.0,0.0
52,1,,2,,100,128,300,0.001,0.001,74.0,30.0,0.605972472,0.322372521,79.0,0.0,0,0.0,0.0
53,1,,2,,100,128,300,0.001,0.01,60.0,12.0,0.602353188,0.239579284,42.0,0.0,0,0.0,0.0
54,1,,2,,100,128,300,0.001,0.05,56.0,0.0,0.312285108,0.126302742,0.0,0.0,0,0.0,0.0
55,1,,2,,100,128,300,0.001,0.1,44.0,0.0,0.281983955,0.112822256,0.0,0.0,0,0.0,0.0
56,1,,2,,100,128,300,0.002,0.0,85.0,32.0,0.714358625,0.33286297,64.0,0.0,0,0.0,0.0
57,1,,2,,100,128,300,0.002,0.001,80.0,26.0,0.695686366,0.325881532,62.0,0.0,0,0.0,0.0
58,1,,2,,100,128,300,0.002,0.01,85.0,15.0,0.60155531,0.251039098,39.0,1.0,0.01,0.0,0.0
59,1,,2,,100,128,300,0.002,0.05,77.0,0.0,0.341395609,0.158082107,0.0,0.0,0,0.0,0.0
60,1,,2,,100,128,300,0.002,0.1,72.0,0.0,0.312337861,0.164380342,0.0,0.0,0,0.0,0.0
61,1,,2,,100,128,300,0.05,0.0,100.0,2.0,0.499340015,0.218299933,2.0,0.0,0,0.0,0.0
62,1,,2,,100,128,300,0.05,0.001,100.0,22.0,0.682926242,0.302468439,30.0,0.0,0,0.0,0.0
63,1,,2,,100,128,300,0.05,0.01,100.0,24.0,0.498814888,0.353106373,55.0,2.0,0.02,0.0,0.0
64,1,,2,,100,128,300,0.05,0.05,100.0,0.0,0.386688823,0.263330691,0.0,0.0,0,0.0,0.0
65,1,,2,,100,128,300,0.05,0.1,100.0,0.0,0.386699087,0.268594041,0.0,0.0,0,0.0,0.0
66,1,,2,,100,128,300,0.1,0.0,100.0,0.0,0.388121398,0.171536247,0.0,0.0,0,0.0,0.0
67,1,,2,,100,128,300,0.1,0.001,100.0,0.0,0.394650421,0.213660813,2.0,0.0,0,0.0,0.0
68,1,,2,,100,128,300,0.1,0.01,99.0,1.0,0.434561653,0.243094617,5.0,0.0,0,0.0,0.0
69,1,,2,,100,128,300,0.1,0.05,100.0,0.0,0.386713949,0.256153661,0.0,0.0,0,0.0,0.0
70,1,,2,,100,128,300,0.1,0.1,100.0,0.0,0.386837976,0.257030832,0.0,0.0,0,0.0,0.0
71,1,,2,,100,128,300,0.2,0.0,100.0,0.0,0.3881214,0.193070556,0.0,0.0,0,0.0,0.0
72,1,,2,,100,128,300,0.2,0.001,100.0,0.0,0.388121399,0.207348494,0.0,0.0,0,0.0,0.0
73,1,,2,,100,128,300,0.2,0.01,99.0,0.0,0.388995389,0.219096396,0.0,0.0,0,0.0,0.0
74,1,,2,,100,128,300,0.2,0.05,100.0,0.0,0.391038462,0.231094795,0.0,0.0,0,0.0,0.0
75,1,,2,,100,128,300,0.2,0.1,100.0,0.0,0.387119735,0.220666784,0.0,0.0,0,0.0,0.0
76,1,,2,,100,128,500,0.001,0.0,88.0,44.0,0.659010938,0.359589157,78.0,1.0,0.01,0.0,0.0
77,1,,2,,100,128,500,0.001,0.001,79.0,25.0,0.695750114,0.298834761,59.0,1.0,0.01,0.0,0.0
78,1,,2,,100,128,500,0.001,0.01,76.0,15.0,0.627199607,0.253159492,42.0,0.0,0,0.0,0.0
79,1,,2,,100,128,500,0.001,0.05,59.0,0.0,0.316351013,0.158978321,0.0,0.0,0,0.0,0.0
80,1,,2,,100,128,500,0.001,0.1,59.0,0.0,0.305852079,0.136652688,0.0,0.0,0,0.0,0.0
81,1,,2,,100,128,500,0.002,0.0,94.0,36.0,0.774132526,0.333799195,56.0,0.0,0,0.0,0.0
82,1,,2,,100,128,500,0.002,0.001,94.0,41.0,0.689443084,0.349286102,57.0,0.0,0,0.0,0.0
83,1,,2,,100,128,500,0.002,0.01,93.0,25.0,0.696092805,0.309576226,34.0,0.0,0,0.0,0.0
84,1,,2,,100,128,500,0.002,0.05,95.0,0.0,0.38000078,0.20378642,0.0,0.0,0,0.0,0.0
85,1,,2,,100,128,500,0.002,0.1,87.0,0.0,0.373211246,0.175985571,0.0,0.0,0,0.0,0.0
86,1,,2,,100,128,500,0.05,0.0,100.0,0.0,0.388121407,0.196815807,0.0,0.0,0,0.0,0.0
87,1,,2,,100,128,500,0.05,0.001,100.0,33.0,0.698210419,0.336446387,48.0,0.0,0,0.0,0.0
88,1,,2,,100,128,500,0.05,0.01,100.0,22.0,0.519315782,0.350994812,44.0,0.0,0,0.0,0.0
89,1,,2,,100,128,500,0.05,0.05,100.0,0.0,0.386649306,0.276281261,0.0,0.0,0,0.0,0.0
90,1,,2,,100,128,500,0.05,0.1,100.0,0.0,0.386691449,0.261986386,0.0,0.0,0,0.0,0.0
91,1,,2,,100,128,500,0.1,0.0,100.0,0.0,0.388121402,0.17909374,0.0,0.0,0,0.0,0.0
92,1,,2,,100,128,500,0.1,0.001,100.0,0.0,0.388121409,0.228236044,1.0,0.0,0,0.0,0.0
93,1,,2,,100,128,500,0.1,0.01,100.0,3.0,0.443053506,0.253104536,12.0,0.0,0,0.0,0.0
94,1,,2,,100,128,500,0.1,0.05,100.0,0.0,0.391188732,0.262484309,0.0,0.0,0,0.0,0.0
95,1,,2,,100,128,500,0.1,0.1,100.0,0.0,0.391191038,0.255616109,0.0,0.0,0,0.0,0.0
96,1,,2,,100,128,500,0.2,0.0,100.0,0.0,0.388121402,0.163529907,0.0,0.0,0,0.0,0.0
97,1,,2,,100,128,500,0.2,0.001,100.0,0.0,0.388121402,0.218556166,1.0,0.0,0,0.0,0.0
98,1,,2,,100,128,500,0.2,0.01,100.0,0.0,0.388114824,0.227257396,0.0,0.0,0,0.0,0.0
99,1,,2,,100,128,500,0.2,0.05,100.0,0.0,0.386804995,0.231440533,0.0,0.0,0,0.0,0.0
100,1,,2,,100,128,500,0.2,0.1,100.0,0.0,0.387005648,0.228280021,0.0,0.0,0,0.0,0.0
101,2,largerun,2,,500,64,500,0.002,0.0,483.0,267.0,0.797720829,0.411572052,356.0,5.0,0.01,0.0,0.0
102,2,,2,,500,64,500,0.002,0.005,477.0,239.0,0.722432173,0.378397231,364.0,1.0,0.002,0.0,0.0
103,2,,2,,500,64,500,0.15,0.0,500.0,0.0,0.388121401,0.166022155,0.0,0.0,0,0.0,0.0
104,2,,2,,500,64,500,0.05,0.001,499.0,330.0,0.744442219,0.456704227,362.0,12.0,0.024,0.0,0.0
105,2,,2,,500,128,300,0.002,0.01,400.0,69.0,0.625651266,0.252206499,181.0,0.0,0,0.0,0.0
106,2,,2,,500,128,300,0.15,0.005,496.0,0.0,0.390502594,0.221416929,2.0,0.0,0,0.0,0.0
107,2,,2,,500,128,300,0.15,0.01,494.0,1.0,0.40804234,0.233337743,6.0,0.0,0,0.0,0.0
108,2,,2,,500,128,300,0.05,0.01,499.0,133.0,0.556692888,0.353318345,255.0,1.0,0.002,0.0,0.0
109,3,largerun,2,,1000,64,500,0.05,0.001,999.0,657.0,0.8255435,0.453085477,719.0,22.0,0.022,0.0,0.0
110,3,,2,,1000,64,500,0.05,0.002,998.0,752.0,0.780481429,0.478980634,792.0,26.0,0.026,0.0,0.0
111,3,,2,,1000,64,500,0.002,0.001,937.0,450.0,0.739322262,0.371021477,663.0,2.0,0.002,0.0,0.0
112,3,,2,,1000,64,500,0.002,0.002,940.0,455.0,0.717104643,0.366358399,660.0,5.0,0.005,0.0,0.0
113,4,largerun,2,,1500,64,600,0.05,0.002,1478.0,1089.0,0.799098056,0.478544713,1218.0,58.0,0.0387,0.0,0.0
114,4,,2,,1500,64,700,0.05,0.002,1486.0,1116.0,0.764433274,0.483196297,1242.0,58.0,0.0387,0.0,0.0
115,4,,2,,1500,64,800,0.05,0.002,1485.0,1143.0,0.782281941,0.492108772,1246.0,70.0,0.0467,0.0,0.0
116,4,,2,,1500,128,600,0.05,0.002,1442.0,725.0,0.798124181,0.410220362,935.0,52.0,0.0347,0.0,0.0
117,4,,2,,1500,128,700,0.05,0.002,1448.0,748.0,0.781789135,0.413230975,922.0,44.0,0.0293,0.0,0.0
118,4,,2,,1500,128,800,0.05,0.002,1452.0,757.0,0.785726013,0.41557962,923.0,41.0,0.0273,0.0,0.0
119,4,,2,,1500,64,500,0.04,0.002,1470.0,1094.0,0.846303799,0.482832809,1209.0,52.0,0.0347,0.0,0.0
120,4,,2,,1500,64,600,0.04,0.002,1480.0,1144.0,0.772717914,0.495752329,1252.0,62.0,0.0413,0.0,0.0
121,4,,2,,500,64,700,0.04,0.002,493.0,377.0,0.738808794,0.499075131,410.0,25.0,0.05,0.0,0.0
122,4,,2,,500,64,800,0.04,0.002,494.0,401.0,0.797129222,0.514392618,423.0,30.0,0.06,0.0,0.0
123,4,,2,,500,128,600,0.04,0.002,482.0,298.0,0.850602754,0.455397341,356.0,18.0,0.036,0.0,0.0
124,4,,2,,500,128,700,0.04,0.002,494.0,316.0,0.767189666,0.458561512,356.0,16.0,0.032,0.0,0.0
125,4,,2,,500,128,800,0.04,0.002,492.0,308.0,0.814169573,0.463647923,356.0,12.0,0.024,0.0,0.0
126,4,,2,,500,64,500,0.03,0.002,491.0,359.0,0.765845243,0.482090807,395.0,14.0,0.028,0.0,0.0
127,4,,2,,500,64,600,0.03,0.002,495.0,368.0,0.802478615,0.498046081,398.0,19.0,0.038,0.0,0.0
128,4,,2,,500,64,700,0.03,0.002,488.0,353.0,0.810872059,0.495152207,395.0,25.0,0.05,0.0,0.0
129,4,,2,,500,64,800,0.03,0.002,496.0,368.0,0.852988714,0.504997319,403.0,27.0,0.054,0.0,0.0
130,4,,2,,500,128,600,0.03,0.002,489.0,334.0,0.786177204,0.490959979,381.0,11.0,0.022,0.0,0.0
131,4,,2,,500,128,700,0.03,0.002,487.0,319.0,0.785038848,0.480696204,360.0,22.0,0.044,0.0,0.0
132,4,,2,,500,128,800,0.03,0.002,493.0,340.0,0.843432998,0.490999426,369.0,28.0,0.056,0.0,0.0
133,5,validation,2,,500,64,500,0.01,0.002,491.0,419.0,0.808579661,0.547533423,447.0,0.0,0,151.0,
134,5,,2,,500,64,500,0.02,0.002,493.0,429.0,0.834057719,0.559904084,443.0,0.0,0,207.0,
135,5,,2,,500,64,500,0.03,0.002,495.0,424.0,0.831623858,0.550827187,456.0,0.0,0,216.0,
136,5,,2,,500,64,500,0.04,0.002,496.0,413.0,0.810066906,0.52979011,441.0,0.0,0,249.0,
137,5,,2,,500,64,500,0.05,0.002,497.0,402.0,0.798122591,0.509796771,436.0,0.0,0,285.0,
138,5,,2,,500,64,500,0.01,0.003,493.0,429.0,0.799156533,0.55066759,459.0,0.0,0,168.0,
139,5,,2,,500,64,500,0.02,0.003,497.0,437.0,0.823353513,0.562794182,462.0,0.0,0,210.0,
140,5,,2,,500,64,500,0.03,0.003,495.0,445.0,0.835415134,0.561749177,466.0,0.0,0,240.0,
141,5,,2,,500,64,500,0.04,0.003,497.0,430.0,0.808717112,0.538337218,462.0,1.0,0.002,273.0,0.009
142,5,,2,,500,64,500,0.05,0.003,495.0,424.0,0.741574868,0.516678031,459.0,1.0,0.002,306.0,0.042
143,5,,2,,500,64,500,0.01,0.004,495.0,418.0,0.79230409,0.538305881,452.0,0.0,0,237.0,
144,5,,2,,500,64,500,0.02,0.004,500.0,428.0,0.77843479,0.55615224,454.0,0.0,0,226.0,
145,5,,2,,500,64,500,0.03,0.004,497.0,436.0,0.754282839,0.543264673,473.0,0.0,0,272.0,
146,5,,2,,500,64,500,0.04,0.004,494.0,419.0,0.750557521,0.510777041,449.0,0.0,0,312.0,
147,5,,2,,500,64,500,0.05,0.004,496.0,412.0,0.714054744,0.500063765,459.0,0.0,0,334.0,
148,5,,2,,500,64,500,0.01,0.005,497.0,378.0,0.767964192,0.512149148,417.0,0.0,0,312.0,
149,5,,2,,500,64,500,0.02,0.005,497.0,410.0,0.786128902,0.526415166,437.0,0.0,0,308.0,
150,5,,2,,500,64,500,0.03,0.005,497.0,414.0,0.756419272,0.515422608,438.0,0.0,0,341.0,
151,5,,2,,500,64,500,0.04,0.005,498.0,402.0,0.746786913,0.495223037,459.0,1.0,0.002,366.0,0.048
152,5,,2,,500,64,500,0.05,0.005,493.0,354.0,0.701721497,0.460801391,436.0,2.0,0.004,394.0,0.029
153,6,nepochreduce,2,,300,64,500,0.01,0.002,292.0,248.0,0.814557627,0.534675412,270.0,0.0,0,82.0,
154,6,,2,,300,64,500,0.03,0.002,299.0,274.0,0.805919164,0.56409428,282.0,1.0,0.003333333,126.0,0.019
155,6,,2,,300,64,500,0.05,0.002,296.0,238.0,0.814002579,0.516868487,260.0,1.0,0.003333333,167.0,0.024
156,6,,2,,300,64,500,0.01,0.003,296.0,257.0,0.765459236,0.553075698,284.0,0.0,0,108.0,
157,6,,2,,300,64,500,0.03,0.003,298.0,269.0,0.78687478,0.558404595,278.0,0.0,0,149.0,
158,6,,2,,300,64,500,0.05,0.003,296.0,241.0,0.796617427,0.517967382,269.0,0.0,0,176.0,
159,6,,2,,300,64,500,0.01,0.004,293.0,241.0,0.728645547,0.530447177,265.0,0.0,0,141.0,
160,6,,2,,300,64,500,0.03,0.004,300.0,257.0,0.766991952,0.538889522,274.0,0.0,0,170.0,
161,6,,2,,300,64,500,0.05,0.004,300.0,246.0,0.70403251,0.492855168,272.0,3.0,0.01,211.0,0.051
162,6,,2,,300,64,500,0.01,0.005,297.0,235.0,0.777169109,0.513866049,251.0,0.0,0,194.0,
163,6,,2,,300,64,500,0.03,0.005,298.0,231.0,0.713348813,0.506554677,261.0,3.0,0.01,209.0,0.04
164,6,,2,,300,64,500,0.05,0.005,298.0,231.0,0.70084551,0.475251284,271.0,5.0,0.016666667,236.0,0.041
165,7,6selected,2,,300,64,300,0.01,0.002,291.0,230.0,0.784356967,0.498311903,262.0,0.0,0,108.0,
166,7,,2,,300,64,300,0.03,0.002,299.0,245.0,0.749516696,0.519831275,262.0,0.0,0,169.0,
167,7,,2,,300,64,300,0.05,0.002,297.0,229.0,0.723138795,0.486366105,243.0,0.0,0,204.0,
168,7,,2,,300,64,300,0.01,0.003,295.0,235.0,0.731188922,0.499524891,262.0,0.0,0,141.0,
169,7,,2,,300,64,300,0.03,0.003,293.0,246.0,0.746279147,0.52145261,257.0,2.0,0.006666667,186.0,0.022
170,7,,2,,300,64,300,0.05,0.003,298.0,223.0,0.713752691,0.478118717,259.0,2.0,0.006666667,213.0,0.015
171,7,,2,,300,64,300,0.01,0.004,295.0,212.0,0.718835496,0.465337777,263.0,1.0,0.003333333,175.0,0.054
172,7,,2,,300,64,300,0.03,0.004,297.0,234.0,0.710939902,0.498935567,263.0,2.0,0.006666667,216.0,0.063
173,7,,2,,300,64,300,0.05,0.004,298.0,214.0,0.662598595,0.444811784,254.0,6.0,0.02,245.0,0.04
174,8,fullfinal,2,1.0,1000,64,200,0.03,0.002,1000.0,761.0,0.778067166,0.479594794,817.0,7.0,0.007,661.0,0.048
175,8,,2,1.0,1000,64,200,0.03,0.003,1000.0,750.0,0.709871536,0.472442539,855.0,8.0,0.008,720.0,0.056
176,8,,2,1.0,1000,64,200,0.05,0.002,1000.0,693.0,0.713058478,0.449929116,781.0,8.0,0.008,774.0,0.041
177,8,,2,1.0,1000,64,200,0.05,0.004,999.0,647.0,0.668877576,0.43075146,843.0,38.0,0.038,913.0,0.058
178,8,,2,1.0,1000,64,200,0.03,0.005,1000.0,603.0,0.67279702,0.419740613,777.0,32.0,0.032,942.0,0.067
179,8,,2,1.0,1000,64,200,0.05,0.005,1000.0,564.0,0.639221298,0.402371153,786.0,43.0,0.043,978.0,0.078
180,8,,2,1.0,1000,64,200,0.04,0.002,997.0,727.0,0.748418021,0.462455927,812.0,3.0,0.003,712.0,0.085
181,8,,2,1.0,1000,64,200,0.04,0.004,1000.0,699.0,0.698190437,0.446280497,846.0,17.0,0.017,875.0,0.063
182,8,,2,1.0,1000,64,200,0.04,0.005,999.0,580.0,0.663921606,0.41470024,774.0,36.0,0.036,939.0,0.076
183,8,,2,1.0,1000,64,300,0.03,0.002,1000.0,814.0,0.817276726,0.514543854,863.0,1.0,0.001,592.0,0.003
184,8,,2,1.0,1000,64,300,0.03,0.003,999.0,814.0,0.794123766,0.508658352,863.0,3.0,0.003,635.0,0.063
185,8,,2,1.0,1000,64,300,0.05,0.002,999.0,775.0,0.808320669,0.490711886,826.0,3.0,0.003,700.0,0.061
186,8,,2,1.0,1000,64,300,0.05,0.004,1000.0,741.0,0.728131352,0.464992839,871.0,20.0,0.02,842.0,0.043
187,8,,2,1.0,1000,64,300,0.03,0.005,1000.0,715.0,0.709429896,0.461971193,810.0,12.0,0.012,851.0,0.047
188,8,,2,1.0,1000,64,300,0.05,0.005,999.0,660.0,0.644941638,0.432474179,816.0,36.0,0.036,914.0,0.066
189,8,,2,1.0,1000,64,300,0.04,0.002,999.0,825.0,0.762518606,0.507960074,847.0,3.0,0.003,620.0,0.05
190,8,,2,1.0,1000,64,300,0.04,0.004,1000.0,798.0,0.719237075,0.483676115,867.0,12.0,0.012,788.0,0.036
191,8,,2,1.0,1000,64,300,0.04,0.005,999.0,738.0,0.692995542,0.46215184,854.0,24.0,0.024,874.0,0.063
192,8,,2,1.0,1000,64,500,0.03,0.002,1000.0,885.0,0.869115022,0.558335916,900.0,2.0,0.002,491.0,0.013
193,8,,2,1.0,1000,64,500,0.03,0.003,999.0,911.0,0.809605395,0.566694523,945.0,2.0,0.002,483.0,0.015
194,8,,2,1.0,1000,64,500,0.05,0.002,998.0,834.0,0.817372038,0.521885968,870.0,3.0,0.003,598.0,0.036
195,8,,2,1.0,1000,64,500,0.05,0.004,998.0,861.0,0.725396102,0.511122499,923.0,13.0,0.013,723.0,0.054
196,8,,2,1.0,1000,64,500,0.03,0.005,1000.0,805.0,0.787188469,0.514875972,848.0,8.0,0.008,739.0,0.051
197,8,,2,1.0,1000,64,500,0.05,0.005,1000.0,784.0,0.700272758,0.47285061,882.0,32.0,0.032,830.0,0.048
198,8,,2,1.0,1000,64,500,0.04,0.002,1000.0,854.0,0.80150036,0.542078179,909.0,1.0,0.001,550.0,0.036
199,8,,2,1.0,1000,64,500,0.04,0.004,1000.0,884.0,0.800391128,0.536635793,922.0,11.0,0.011,658.0,0.053
200,8,,2,1.0,1000,64,500,0.04,0.005,999.0,837.0,0.743161356,0.501564404,885.0,12.0,0.012,772.0,0.047
201,9,fullfinal128,2,1.0,1000,128,200,0.05,0.004,994.0,453.0,0.641554555,0.375172561,633.0,16.0,0.016,940.0,0.062
202,9,,2,1.0,1000,128,200,0.03,0.005,999.0,633.0,0.693351674,0.434782493,766.0,22.0,0.022,855.0,0.053
203,9,,2,1.0,1000,128,200,0.05,0.005,993.0,469.0,0.619141487,0.380104595,646.0,29.0,0.029,962.0,0.081
204,9,,2,1.0,1000,128,200,0.04,0.004,996.0,576.0,0.703837523,0.412319669,699.0,15.0,0.015,889.0,0.052
205,9,,2,1.0,1000,128,200,0.04,0.005,998.0,552.0,0.694745614,0.400792734,725.0,20.0,0.02,940.0,0.073
206,9,,2,1.0,1000,128,300,0.05,0.004,995.0,585.0,0.699463019,0.415992994,703.0,26.0,0.026,866.0,0.049
207,9,,2,1.0,1000,128,300,0.03,0.005,999.0,746.0,0.759179912,0.481740275,832.0,6.0,0.006,760.0,0.083
208,9,,2,1.0,1000,128,300,0.05,0.005,994.0,532.0,0.674059268,0.40435564,714.0,33.0,0.033,918.0,0.073
209,9,,2,1.0,1000,128,300,0.04,0.004,997.0,686.0,0.759383145,0.461616038,787.0,13.0,0.013,774.0,0.051
210,9,,2,1.0,1000,128,300,0.04,0.005,1000.0,662.0,0.690604988,0.445359664,793.0,14.0,0.014,864.0,0.042
211,9,,2,1.0,1000,128,500,0.05,0.004,999.0,668.0,0.741747321,0.455326884,778.0,21.0,0.021,806.0,0.054
212,9,,2,1.0,1000,128,500,0.03,0.005,999.0,868.0,0.785575222,0.543943341,898.0,5.0,0.005,664.0,0.06
213,9,,2,1.0,1000,128,500,0.05,0.005,997.0,646.0,0.713702231,0.443824284,782.0,20.0,0.02,856.0,0.056
214,9,,2,1.0,1000,128,500,0.04,0.004,997.0,764.0,0.742666223,0.49992964,836.0,7.0,0.007,686.0,0.058
215,9,,2,1.0,1000,128,500,0.04,0.005,996.0,777.0,0.786620758,0.494417402,828.0,6.0,0.006,756.0,0.088
216,10,compRef,2,1.0,500,64,200,0.05,0.004,499.0,323.0,0.668877576,0.43075146,421.0,19.0,0.038,456.0,0.058
217,10,,2,1.0,500,64,300,0.04,0.005,499.0,369.0,0.692995542,0.46215184,427.0,12.0,0.024,437.0,0.063
218,10,,2,1.0,500,64,300,0.05,0.004,500.0,370.0,0.728131352,0.464992839,435.0,10.0,0.02,421.0,0.043
219,10,,2,1.0,500,64,300,0.05,0.005,499.0,330.0,0.644941638,0.432474179,408.0,18.0,0.036,457.0,0.066
